49364 47499,5 48497,4 48510,1 48263,8 48615,2 47595 49532 48492,1 49145,4   
48563,1 47414,9 47306,9 47244,6 47837,4 48538,5 47216,1 48829,4 47655,6 48173,5   
47635,8 46967,5 47306,9 45712 46905,6 48294 46291,3 47891,1 47655,6 47296,8   
47492,1 46873,9 45695 45253,9 46281,4 47120,7 46206 47829,9 46671,5 46220,5   
46346,9 46217,6 45695 45126,8 46281,4 46877,6 45632,3 47515,5 46429,1 46220,5   
46346,9 45982,9 44394,5 44942,1 46281,4 46227,4 45510,3 46905 46429,1 46046   
45524,2 45462 43819,2 44767,7 46272,8 45666 44981,3 46384,4 46429,1 45731   
44910,8 44939,8 43367,8 44539,9 45725,2 45449,9 44981,3 45374,8 46429,1 45538,1   
44910,8 44689,1 42846,1 44443,4 45003,6 45449,9 44968,7 45046 46429,1 45538,1   
44910,8 44308,2 42722,4 43924,4 45003,6 45228,1 44968,7 44748,2 46092,4 45397   
43911,8 43504,2 42506,1 43500,2 44400,5 45037,8 44766,3 44748,2 45965,2 45267,4   
43911,8 42933,6 42289,5 43331,2 43891 44624,2 44580,4 44444,6 45668,3 45236,4   
43668,9 42060,6 41822,1 43331,2 43784,9 44624,2 43916,8 43648 45375,8 45126,2   
43143 41831,5 41627 43230,5 43368 44624,2 43570,8 43044,1 45177,3 45126,2   
42619 41323 41391 42892,6 43106,4 44008,8 43293,1 43044,1 45177,3 45126,2   
42159,9 41119,4 41076,7 42195,3 42761 44008,8 43219,9 42997,9 45177,3 45126,2   
41681 41015,8 40987,8 41720 42722 43246,8 43219,9 42997,9 45177,3 44954,3   
40880,9 40465,8 40664 41389,6 42482,8 43134,1 43090 42968,7 45060,5 44954,3   
40880,9 40259,4 39884,8 41075,7 42468,5 42528,5 43090 42745,5 44925,6 44639,5   
40643,4 40102,7 39771,4 41075,7 41878 42391,4 42827,1 42745,5 44298,1 44639,5   
39979,3 39936,3 39489,9 40751,4 41878 41765,8 42820,9 42174,1 44298,1 44639,5   
39386,3 39537,6 39134,7 40406,5 41580,4 41765,8 42820,9 42065,2 44298,1 44171,3   
39386,3 39183,8 39134,7 40406,5 41504 41428,8 42537 42065,2 43856,4 44171,3   
39386,3 39042,2 38961,3 39495,5 41212,5 41383,7 42489,8 41796,9 43856,4 44171,3   
39107,9 38900,7 38741,9 39495,5 41212,5 41200 42489,8 41796,9 43856,4 44171,3   
38798,8 38381,8 38683,1 39495,5 41040,1 41200 42133,6 41650,4 43042,7 43946,4   
38788,3 37555,9 38195 39203,9 40765,8 40859 42063,4 40956,3 43042,7 43939,2   
38568,4 37555,9 38158,9 39202,4 40591,8 40787,1 42063,4 40956,3 42675,1 43472,6   
38160,2 37184,3 38095,7 38703,8 40542,2 40217,9 41756,1 40956,3 42675,1 43472,6   
38056,1 36840,5 38095,7 38703,8 40540,4 40217,9 41068,3 40956,3 42271,9 43308,6   
37572,1 36705,6 37863,3 38635,2 40215,8 40217,9 41068,3 40758,3 42025,9 43308,6   
37363,8 36345,2 37130,9 38461,5 39785,5 39310,1 40452,8 40375,4 42025,9 42596   
37263,1 36343,7 36898,7 38326,5 39454,8 39310,1 40452,8 40375,4 42025,9 42596   
37263,1 36313,3 36898,7 38208,5 39454,8 39220,1 40452,8 40375,4 42025,9 42596   
37078,8 36219,2 36754,4 37740,3 39099,9 39211,3 40209,2 40375,4 41922,4 42541,2   
36844,4 35428,5 36651,9 37702,1 39073,6 38847,9 40074 39998,1 41922,4 42159,3   
36490,5 35428,5 36166,3 37392,5 38510 38847,9 39744,7 39959,6 41922,4 42159,3   
35998,9 35151,4 35886,5 37392,5 38391,3 38847,9 39643,2 39959,6 41203,6 42116,8   
35998,9 35139,9 35773,2 37392,5 38207,7 38596,6 39197,5 39553 41203,6 41906,9   
35883,8 34760,9 35355,1 36640,9 37758,6 37910,9 39109,2 39257,3 41203,6 41906,9   
35569,6 34576,9 35352,3 36499 37758,6 37910,9 39109,2 39175,8 41094,3 41207,4   
35495,6 34576,9 34687 36449,3 37497,7 37456,9 38864 39175,8 40694,4 41207,4   
35101,9 34576,9 34644,9 36261 37497,7 37456,9 38864 38639,6 40694,4 41207,4   
34990,3 34576,9 34644,9 36114,2 37332,9 37456,9 38696,1 38639,6 40519,1 40964,2   
34836,7 34133 34475,7 35722,5 37120,4 37419,3 38643,4 38276,8 40519,1 40964,2   
34836,7 34133 34165,4 35722,5 37120,4 37312,2 38578,5 38276,8 40230,6 40964,2   
34329 34115,6 34042,5 35367,7 36979,8 37034,6 38345 38199,7 40230,6 40964,2   
34067,8 34112,7 33662 35349,8 36518,5 36832,2 37696,9 38199,7 40205,7 40964,2   
33456,9 33863,8 33662 35223,7 36518,5 36832,2 37696,9 37797,4 39658,8 40964,2   
33210,2 33722,9 33092,2 35043,6 36453,6 36572,1 37696,9 37759,1 39658,8 40789,8   
33072,4 33555,8 33092,2 34984,9 36144,2 35786,8 37696,9 37136 39649,3 40789,8   
32828,7 33482,4 33092,2 34744,7 36112,8 35607,8 37581,6 37136 39541,2 40563,8   
32763,3 33370,4 33092,2 34743,6 36043,4 35607,8 37376,7 37136 39541,2 40073,5   
32680 32882,4 33092,2 34743,6 35855,2 35365 37304,2 36952,3 39355,5 40073,5   
32576,1 32798,9 33070,9 34736,8 35855,2 35365 37225,7 36902 39355,5 40073,5   
32181,4 32798,9 32917,9 34504,1 35532,7 35016,2 37127,3 36833,6 39233,6 40073,5   
32181,4 32798,9 32917,9 34386 35485,2 35016,2 37127,3 36749,3 39233,6 40073,5   
32181,4 32659,6 32775,7 34386 35442,3 35016,2 36914,7 36749,3 39219,5 39881   
32181,4 32568,6 32750,1 34386 35442,3 34682,8 36914,7 36749,3 38926,8 39881   
32044,6 32211,4 32597,6 34385,5 35208,3 34682,8 36721,4 36596 38926,8 39836,3   
31947,2 32083,9 32418,1 33872,4 35208,3 34393,7 36607,9 36368,1 38926,8 39836,3   
31947,2 32083,9 32180,9 33872,4 35154,3 34393,7 36403,9 36368,1 38882 39584,7   
31720,7 31891,5 32180,9 33373,7 35085,5 34149,8 36403,9 36286,2 38882 39584,7   
31683,6 31891,5 32037,4 33335,6 34960 34113 36374,1 36088,1 38409,2 39359,2   
31470,2 31697,3 31933,2 33270,2 34795,6 33990,4 36374,1 35764,2 38409,2 39359,2   
30936,6 31556 31721,5 33166 34700,2 33990,4 36298,5 35466 38407,6 39359,2   
30688,8 31556 31573,1 33108,5 34549,5 33759,4 35852,6 35466 38318,7 39359,2   
29977,4 31556 31573,1 33078,6 34537 33759,4 35852,6 35466 38311,4 39359,2   
29977,4 31556 31549,2 32885,3 34405,4 33759,4 35852,6 35466 38311,4 39275,6   
