24279,8 24422,1 23822,7 24259,4 24287,4 24899,5 23163,1 22796,2 24905,5 24285,8 
23385,8 23336,4 23699,2 23548,1 23850 24246 23163,1 22796,2 24849,8 23699,1 
22807,5 23336,4 23135,1 23202,8 22094,8 23684,4 22243,7 22732,7 24091,6 23280,1 
22576,4 22296,4 22438,1 23146 21874,5 23684,4 22035,3 22000,7 23161,7 22592,1 
21978,2 22147,2 22038 22061,3 21754 22935,5 21660,9 21420 23048,9 22122,8 
21234,9 22147,2 21708,4 22061,3 21754 22683,2 21257,1 21168,7 22582,7 21758,6 
21032,6 22120,9 21513,7 21190 21667,3 22299,8 20887,9 20875 22430,1 21758,6 
20682,7 21882 20665,8 20406,3 21376,5 21787,7 19063,9 20777 21504,2 21354,5 
19583,5 21315,1 20224 20087,6 21018,3 20953,9 19063,9 20331,3 20756,7 21172,3 
19583,5 21043,2 20224 20050,9 20381,6 20953,9 18719,1 20331,3 20756,7 20527,2 
19383,5 19742,3 20012 18577 20363 20953,9 18583 20272,2 20756,7 20527,2 
19383,5 19405,9 19484,4 17653,2 19968,2 20909,5 18583 19993,7 20580,3 20407,9 
19169,4 18857,5 18963,6 17653,2 19845,6 20048,2 18160 19926,1 20132,7 20194,2 
18670,2 18857,5 18963,6 17653,2 19845,6 20048,2 18133,4 19665 19221,4 19925 
18670,2 18857,5 18685,5 17051,3 19306,7 19614,3 17812,7 18487,5 19221,4 19740,8 
18670,2 18142,5 18685,5 17051,3 19230,7 19115,6 17812,7 18487,5 18826,8 19740,8 
18588,4 18142,5 18353,3 17039,7 19188 18907,1 17536,9 17338,1 18535,3 19680,7 
18225,8 18134 18353,3 17039,7 19054,1 18605,9 17536,9 17182,8 18121,5 19499 
17459,8 17770,4 18353,3 16609 19045,5 17565,7 16826,8 17182,8 18121,5 19017,7 
17459,8 17770,4 18175,7 16151,6 18538 17565,7 16657 15990,5 18071,8 18962,6 
17459,8 17770,4 18031,2 15910,6 18435,5 17030,5 16288,5 15412,5 17582,9 18806 
17459,8 17770,4 17804,3 15421,1 18435,5 16680,6 16205,8 15412,5 17261,1 17790,7 
17459,8 17564,3 17804,3 15421,1 18435,5 16582,4 15700 15134,4 16796,7 17790,7 
17410,6 17462,9 17767,3 15421,1 18393,2 16530,2 15700 15134,4 16793,7 17615,9 
17410,6 17462,9 17333 15421,1 18017,9 16530,2 15460,8 15122,1 16722,5 17364,7 
17410,6 17462,9 17324,3 15388,1 17940,9 16080,9 15302,4 14632 15933,9 17364,7 
17410,6 16989,3 16648,8 15324,8 17940,9 16051,9 15252,2 14600,2 15578,1 17027,7 
17191,4 16989,3 16648,8 15222,1 17940,9 15858,2 15037,6 14600,2 15443,9 17025,9 
16636,5 16989,3 16648,8 15222,1 17940,9 15858,2 15037,6 14551,7 15137,6 16857,7 
16268,3 16562,5 16648,8 15217 17609,3 15843,6 14864 14461,3 15036,9 16460,8 
15931,9 16431,3 16648,8 15175,2 17609,3 15579,2 14864 14246,6 14993,3 16460,8 
15931,9 15929,6 16648,8 15168,9 17566,9 15579,2 14864 13808,1 14968,7 16460,8 
15931,9 15859,6 16519 14950,4 16970,5 15394,9 14782,5 13808,1 14968,7 16283,8 
15332,1 15859,6 16519 14907,6 16970,5 15394,9 14782,5 13799,2 14592,4 16109,4 
15129,9 15705,4 16519 14666,9 16798,3 15394,9 14774,3 13777 14592,4 16109,4 
15129,9 15705,4 16519 14542 16362,4 15167,9 14634 13547,5 14592,4 15682,3 
15129,9 15705,4 16519 14269,1 16252,3 15129,4 14634 13547,5 14548,3 15682,3 
15129,9 15514,9 16519 14269,1 16252,3 15125,5 14634 13427,2 14440,9 15165,4 
15129,9 15254,1 16519 14269,1 15771,1 14847,6 14555,3 13330,7 14440,9 15165,4 
15015,9 14872 16519 14179 15771,1 14757,5 14448,6 13255,4 14440,9 15165,4 
15015,9 14872 16362,7 14106,2 15600,9 14757,5 14445,9 13203,5 14351,5 15081,2 
15015,9 14872 16287,7 13803 15547,4 14721,8 14439,7 13194,2 14144,9 14963 
15015,9 14872 16287,7 13757,8 15547,4 14631,5 14434,5 13114,3 14144,9 14566,2 
15015,9 14872 16242,1 13757,8 15494,8 14449,7 14094,7 13098,3 14015 14566,2 
14971,4 14687,8 16242,1 13347,3 15383,4 14449,7 14094,7 13066,3 14015 14444,5 
14971,4 14478 15906,3 13347,3 15383,4 14449,7 14094,7 13057,1 14015 14287 
14971,4 14153,3 15906,3 13347,3 15383,4 14343,3 13988,5 12918,6 14009,2 14261,2 
14971,4 14153,3 15906,3 13347,3 15113,6 14343,3 13790,8 12792,8 14004,8 13937,8 
14370,8 13856,5 15568,8 13270,3 14884,9 14087,1 13777 12792,8 13850,1 13937,8 
