0 -1867 -2127 -1843 -1358 -1746 
1 -1503 -1642 -1455 -838 -1382 
2 -824 -1122 -1351 -422 -509 
3 -533 -346 -672 -228 -412 
4 -436 -152 -152 -228 -360 
5 -228 -152 -152 -228 -308 
6 -228 -152 -152 -228 -152 
7 -228 -152 -152 -228 -152 
8 -228 -152 -152 -228 -152 
9 -228 -152 -152 -228 -152 
10 -211 -152 -152 -228 -152 
11 -114 -152 -152 -228 -152 
12 -114 -152 -152 -228 -152 
13 -114 -152 -152 -228 -152 
14 -114 -152 -152 -228 -152 
15 -114 -152 -152 -228 -152 
16 -114 -152 -152 -228 -152 
17 -114 -152 -152 -228 -152 
18 -114 -152 -152 -228 -152 
19 -114 -152 -152 -228 -152 
20 -114 -152 -152 -228 -152 
21 -114 -152 -152 -228 -152 
22 -114 -152 -152 -228 -152 
23 -114 -152 -152 -228 -152 
24 -114 -152 -152 -228 -152 
25 -114 -152 -152 -228 -152 
26 -114 -152 -152 -228 -152 
27 -114 -152 -152 -228 -152 
28 -114 -152 -152 -228 -152 
29 -114 -152 -152 -228 -152 
30 -114 -152 -152 -228 -152 
31 -114 -152 -152 -228 -152 
32 -114 -152 -152 -228 -152 
33 -114 -152 -152 -228 -152 
34 -114 -152 -152 -228 -152 
35 -114 -152 -152 -228 -152 
36 -114 -152 -152 -228 -152 
37 -114 -152 -152 -228 -152 
38 -114 -152 -152 -228 -152 
39 -114 -152 -152 -228 -152 
40 -114 -152 -152 -228 -152 
41 -114 -152 -152 -228 -152 
42 -114 -152 -152 -228 -152 
43 -114 -152 -152 -228 -152 
44 -114 -152 -152 -228 -152 
45 -114 -152 -152 -228 -152 
46 -114 -152 -152 -228 -152 
47 -114 -152 -152 -228 -152 
48 -114 -152 -152 -228 -152 
49 -114 -152 -152 -228 -152 
50 -114 -152 -152 -228 -152 
51 -114 -152 -152 -228 -152 
52 -114 -152 -152 -228 -152 
53 -114 -152 -152 -228 -152 
54 -114 -152 -152 -228 -152 
55 -114 -152 -152 -228 -152 
56 -114 -152 -152 -228 -152 
57 -114 -152 -152 -228 -152 
58 -114 -152 -152 -228 -152 
59 -114 -152 -152 -228 -152 
60 -114 -152 -152 -228 -152 
61 -114 -152 -152 -228 -152 
62 -114 -152 -152 -228 -152 
63 -114 -152 -152 -228 -152 
64 -114 -152 -152 -228 -152 
65 -114 -152 -152 -228 -152 
66 -114 -152 -152 -228 -152 
67 -114 -152 -152 -228 -152 
68 -114 -152 -152 -228 -152 
69 -114 -152 -152 -228 -152 
70 -114 -152 -152 -228 -152 
71 -114 -152 -152 -228 -152 
72 -114 -152 -152 -228 -152 
73 -114 -152 -152 -228 -152 
74 -114 -152 -152 -228 -152 
75 -114 -152 -152 -228 -152 
76 -114 -152 -152 -228 -152 
77 -114 -152 -152 -228 -152 
78 -114 -152 -152 -228 -152 
79 -114 -152 -152 -228 -152 
80 -114 -152 -152 -228 -152 
81 -114 -152 -152 -228 -152 
82 -114 -152 -152 -228 -152 
83 -114 -152 -152 -228 -152 
84 -114 -152 -152 -228 -152 
85 -114 -152 -152 -228 -152 
86 -114 -152 -152 -228 -152 
87 -114 -152 -152 -228 -152 
88 -114 -152 -152 -228 -152 
89 -114 -152 -152 -228 -152 
90 -114 -152 -152 -228 -152 
91 -114 -152 -152 -228 -152 
92 -114 -152 -152 -228 -152 
93 -114 -152 -152 -228 -152 
94 -114 -152 -152 -228 -152 
95 -114 -152 -152 -228 -152 
96 -114 -152 -152 -228 -152 
97 -114 -152 -152 -228 -152 
98 -114 -152 -152 -228 -152 
99 -114 -152 -152 -228 -152 
100 -114 -152 -152 -228 -152 
101 -114 -152 -152 -228 -152 
102 -114 -152 -152 -228 -152 
103 -114 -152 -152 -228 -152 
104 -114 -152 -152 -228 -152 
105 -114 -152 -152 -228 -152 
106 -114 -152 -152 -228 -152 
107 -114 -152 -152 -228 -152 
108 -114 -152 -152 -228 -152 
109 -114 -152 -152 -228 -152 
110 -114 -152 -152 -228 -152 
111 -114 -152 -152 -197 -152 
112 -114 -152 -152 -197 -152 
113 -114 -152 -152 -197 -152 
114 -114 -152 -152 -197 -152 
115 -114 -152 -152 -197 -152 
116 -114 -152 -152 -197 -152 
117 -114 -152 -152 -197 -152 
118 -114 -152 -152 -197 -152 
119 -114 -152 -152 -197 -152 
120 -114 -152 -152 -197 -152 
121 -114 -152 -152 -197 -152 
122 -114 -152 -152 -197 -152 
123 -114 -152 -152 -197 -152 
124 -114 -152 -152 -197 -152 
125 -114 -152 -152 -197 -152 
126 -114 -152 -152 -197 -152 
127 -114 -152 -152 -197 -152 
128 -114 -152 -152 -197 -152 
129 -114 -152 -152 -197 -152 
130 -114 -152 -152 -197 -152 
131 -114 -152 -152 -197 -152 
132 -114 -152 -152 -197 -152 
133 -114 -152 -152 -197 -152 
134 -114 -152 -152 -197 -152 
135 -114 -152 -152 -197 -152 
136 -114 -152 -152 -197 -152 
137 -114 -152 -152 -197 -152 
138 -114 -152 -152 -197 -152 
139 -114 -152 -152 -197 -152 
140 -114 -152 -152 -197 -152 
141 -114 -152 -152 -197 -152 
142 -114 -152 -152 -197 -152 
143 -114 -152 -152 -197 -152 
144 -114 -152 -152 -197 -152 
145 -114 -152 -152 -197 -152 
146 -114 -152 -152 -197 -152 
147 -114 -152 -152 -197 -152 
148 -114 -152 -152 -197 -152 
149 -114 -152 -152 -197 -152 
150 -114 -152 -152 -197 -152 
151 -114 -152 -152 -197 -152 
152 -114 -152 -152 -197 -152 
153 -114 -152 -152 -197 -152 
154 -114 -152 -152 -197 -152 
155 -114 -152 -152 -197 -152 
156 -114 -152 -152 -197 -152 
157 -114 -152 -152 -197 -152 
158 -114 -152 -152 -197 -152 
159 -114 -152 -152 -197 -152 
160 -114 -152 -152 -197 -152 
161 -114 -152 -152 -197 -152 
162 -114 -152 -152 -197 -152 
163 -114 -152 -152 -197 -152 
164 -114 -152 -152 -197 -152 
165 -114 -152 -152 -197 -152 
166 -114 -152 -152 -197 -152 
167 -114 -152 -152 -197 -152 
168 -114 -152 -152 -197 -152 
169 -114 -152 -152 -197 -152 
170 -114 -152 -152 -197 -152 
171 -114 -152 -152 -197 -152 
172 -114 -152 -152 -197 -152 
173 -114 -152 -152 -197 -152 
174 -114 -152 -152 -197 -152 
175 -114 -152 -152 -197 -152 
176 -114 -152 -152 -197 -152 
177 -114 -152 -152 -197 -152 
178 -114 -152 -152 -197 -152 
179 -114 -152 -152 -197 -152 
180 -114 -152 -152 -197 -152 
181 -114 -152 -152 -197 -152 
182 -114 -152 -152 -197 -152 
183 -114 -152 -152 -197 -152 
184 -114 -152 -152 -197 -152 
185 -114 -152 -152 -197 -152 
186 -114 -152 -152 -197 -152 
187 -114 -152 -152 -197 -152 
188 -114 -152 -152 -197 -152 
189 -114 -152 -152 -197 -152 
190 -114 -152 -152 -197 -152 
191 -114 -152 -152 -197 -152 
192 -114 -152 -152 -197 -152 
193 -114 -152 -152 -197 -152 
194 -114 -152 -152 -197 -152 
195 -114 -152 -152 -197 -152 
196 -114 -152 -152 -197 -152 
197 -114 -152 -152 -197 -152 
198 -114 -152 -152 -197 -152 
199 -114 -152 -152 -197 -152 
200 -114 -152 -152 -197 -152 
201 -114 -152 -152 -197 -152 
202 -114 -152 -152 -197 -152 
203 -114 -152 -152 -197 -152 
204 -114 -152 -152 -197 -152 
205 -114 -152 -152 -197 -152 
206 -114 -152 -152 -197 -152 
207 -114 -152 -152 -197 -152 
208 -114 -152 -152 -197 -152 
209 -114 -152 -152 -197 -152 
210 -114 -152 -152 -197 -152 
211 -114 -152 -152 -197 -152 
212 -114 -152 -152 -197 -152 
213 -114 -152 -152 -197 -152 
214 -114 -152 -152 -197 -152 
215 -114 -152 -152 -197 -152 
216 -114 -152 -152 -197 -152 
217 -114 -152 -152 -197 -152 
218 -114 -152 -152 -197 -152 
219 -114 -152 -152 -197 -152 
220 -114 -152 -152 -197 -152 
221 -114 -152 -152 -197 -152 
222 -114 -152 -152 -197 -152 
223 -114 -152 -152 -197 -152 
224 -114 -152 -152 -197 -152 
225 -114 -152 -152 -197 -152 
226 -114 -152 -152 -197 -152 
227 -114 -152 -152 -197 -152 
228 -114 -152 -152 -197 -152 
229 -114 -152 -152 -197 -152 
230 -114 -152 -152 -197 -152 
231 -114 -152 -152 -197 -152 
232 -114 -152 -152 -197 -152 
233 -114 -152 -152 -197 -152 
234 -114 -152 -152 -197 -152 
235 -114 -152 -152 -197 -152 
236 -114 -152 -152 -197 -152 
237 -114 -152 -152 -197 -152 
238 -114 -152 -152 -197 -152 
239 -114 -152 -152 -197 -152 
240 -114 -152 -152 -197 -152 
241 -114 -152 -152 -197 -152 
242 -114 -152 -152 -197 -152 
243 -114 -152 -152 -197 -152 
244 -114 -152 -152 -197 -152 
245 -114 -152 -152 -197 -152 
246 -114 -152 -152 -197 -152 
247 -114 -152 -152 -197 -152 
248 -114 -152 -152 -197 -152 
249 -114 -152 -152 -197 -152 
250 -114 -152 -152 -197 -152 
251 -114 -152 -152 -197 -152 
252 -114 -152 -152 -197 -152 
253 -114 -152 -152 -197 -152 
254 -114 -152 -152 -197 -152 
255 -114 -152 -152 -197 -152 
